DATE,STORE,STORE_NAME,SKU,QUANTITY
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00078,3
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00089,5
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00076,5
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00102,8
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00114,6
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00180,3
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00211,1
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00219,1
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00234,1
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00308,5
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00302,2
2025-08-02 15:45:51.978899,ST003,Bangalore Forum,SKU00295,3
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00032,2
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00066,2
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00056,1
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00067,1
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00098,8
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00128,5
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00129,3
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00142,6
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00163,2
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00160,2
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00152,1
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00182,1
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00180,1
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00183,1
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00282,5
2025-08-02 15:45:51.978899,ST004,Chennai Express,SKU00297,4
2025-08-02 15:45:51.978899,ST005,Kolkata Mall,SKU00045,6
2025-08-02 15:45:51.978899,ST005,Kolkata Mall,SKU00134,5
2025-08-02 15:45:51.978899,ST005,Kolkata Mall,SKU00229,2
2025-08-02 15:45:51.978899,ST005,Kolkata Mall,SKU00278,7
2025-08-02 15:45:51.978899,ST005,Kolkata Mall,SKU00287,8
2025-08-02 15:45:51.978899,ST005,Kolkata Mall,SKU00343,3
2025-08-02 15:45:51.978899,ST005,Kolkata Mall,SKU00338,3
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00002,6
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00030,2
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00026,8
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00041,3
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00070,2
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00080,1
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00091,5
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00092,1
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00115,4
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00113,3
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00107,7
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00129,5
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00154,1
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00159,1
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00155,2
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00223,1
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00233,2
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00225,1
2025-08-02 15:45:51.978899,ST006,Pune City,SKU00279,8
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00018,2
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00010,3
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00022,4
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00048,6
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00068,3
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00055,2
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00112,2
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00105,7
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00098,5
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00121,4
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00207,2
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00210,3
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00215,1
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00221,2
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00234,3
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00218,3
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00242,2
2025-08-02 15:45:51.978899,ST007,Hyderabad Hub,SKU00276,3
2025-08-02 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00102,5
2025-08-02 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00131,8
2025-08-02 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00134,7
2025-08-02 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00142,8
2025-08-02 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00172,4
2025-08-02 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00181,2
2025-08-02 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00170,2
2025-08-02 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00310,2
2025-08-02 15:45:51.978899,ST009,Gurgaon Select,SKU00037,4
2025-08-02 15:45:51.978899,ST009,Gurgaon Select,SKU00046,2
2025-08-02 15:45:51.978899,ST009,Gurgaon Select,SKU00042,2
2025-08-02 15:45:51.978899,ST009,Gurgaon Select,SKU00158,2
2025-08-02 15:45:51.978899,ST009,Gurgaon Select,SKU00156,2
2025-08-02 15:45:51.978899,ST009,Gurgaon Select,SKU00168,3
2025-08-02 15:45:51.978899,ST009,Gurgaon Select,SKU00265,8
2025-08-02 15:45:51.978899,ST009,Gurgaon Select,SKU00281,6
2025-08-02 15:45:51.978899,ST010,Noida Fashion,SKU00137,7
2025-08-02 15:45:51.978899,ST010,Noida Fashion,SKU00130,5
2025-08-02 15:45:51.978899,ST010,Noida Fashion,SKU00270,4
2025-08-02 15:45:51.978899,ST010,Noida Fashion,SKU00284,5
2025-08-02 15:45:51.978899,ST010,Noida Fashion,SKU00283,6
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00015,3
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00022,6
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00030,4
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00046,6
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00027,7
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00051,3
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00056,2
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00104,5
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00135,5
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00191,4
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00181,2
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00184,2
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00230,1
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00257,3
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00255,1
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00242,1
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00286,6
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00281,6
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00308,5
2025-08-03 15:45:51.978899,ST001,Delhi Main Store,SKU00312,4
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00015,8
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00009,3
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00041,7
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00040,3
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00071,3
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00083,1
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00090,2
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00119,7
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00101,3
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00131,5
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00138,5
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00157,3
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00163,1
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00228,2
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00282,7
2025-08-03 15:45:51.978899,ST002,Mumbai Central,SKU00288,6
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00011,7
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00022,8
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00039,3
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00091,1
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00094,1
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00111,3
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00131,5
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00127,4
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00201,2
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00195,1
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00248,1
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00261,3
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00272,3
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00358,3
2025-08-03 15:45:51.978899,ST003,Bangalore Forum,SKU00340,1
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00006,6
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00020,7
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00034,2
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00109,3
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00119,2
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00128,8
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00124,4
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00143,8
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00254,1
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00262,3
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00252,3
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00280,5
2025-08-03 15:45:51.978899,ST004,Chennai Express,SKU00268,4
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00009,8
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00020,5
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00018,5
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00043,8
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00033,3
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00035,8
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00080,5
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00087,5
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00097,8
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00112,4
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00132,8
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00191,1
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00177,5
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00186,2
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00206,1
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00208,3
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00210,2
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00274,3
2025-08-03 15:45:51.978899,ST005,Kolkata Mall,SKU00298,5
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00047,4
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00039,4
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00072,2
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00090,2
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00095,2
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00078,4
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00113,2
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00116,8
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00106,3
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00126,2
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00130,7
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00186,3
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00220,3
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00217,2
2025-08-03 15:45:51.978899,ST006,Pune City,SKU00266,4
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00022,3
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00002,8
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00005,6
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00052,5
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00104,5
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00113,5
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00109,4
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00170,1
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00188,2
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00192,2
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00222,3
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00254,2
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00274,3
2025-08-03 15:45:51.978899,ST007,Hyderabad Hub,SKU00266,4
2025-08-03 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00128,4
2025-08-03 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00141,8
2025-08-03 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00125,3
2025-08-03 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00154,3
2025-08-03 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00250,2
2025-08-03 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00263,3
2025-08-03 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00253,3
2025-08-03 15:45:51.978899,ST008,Ahmedabad Plaza,SKU00284,2
2025-08-03 15:45:51.978899,ST009,Gurgaon Select,SKU00019,8
2025-08-03 15:45:51.978899,ST009,Gurgaon Select,SKU00001,4
2025-08-03 15:45:51.978899,ST009,Gurgaon Select,SKU00022,6
2025-08-03 15:45:51.978899,ST009,Gurgaon Select,SKU00040,6
2025-08-03 15:45:51.978899,ST009,Gurgaon Select,SKU00110,2
2025-08-03 15:45:51.978899,ST009,Gurgaon Select,SKU00117,5
2025-08-03 15:45:51.978899,ST009,Gurgaon Select,SKU00112,4
2025-08-03 15:45:51.978899,ST009,Gurgaon Select,SKU00179,4
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00025,5
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00046,5
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00042,2
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00068,4
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00064,1
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00077,4
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00082,1
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00087,1
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00169,1
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00186,2
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00182,1
2025-08-03 15:45:51.978899,ST010,Noida Fashion,SKU00232,3
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00020,6
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00027,4
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00105,7
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00097,4
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00106,8
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00136,6
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00125,5
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00135,4
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00157,1
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00159,3
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00155,1
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00182,1
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00215,2
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00205,3
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00269,6
2025-08-04 15:45:51.978899,ST001,Delhi Main Store,SKU00327,1
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00021,2
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00005,5
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00035,7
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00044,5
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00070,4
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00066,3
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00090,5
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00074,1
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00106,2
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00104,5
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00120,2
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00124,7
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00135,4
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00126,2
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00154,2
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00176,5
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00243,3
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00286,6
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00272,3
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00280,3
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00303,1
2025-08-04 15:45:51.978899,ST002,Mumbai Central,SKU00297,4
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00019,7
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00010,5
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00034,5
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00031,8
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00061,5
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00095,1
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00082,4
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00118,6
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00120,7
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00098,5
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00128,8
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00140,4
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00164,2
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00285,8
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00266,5
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00274,2
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00293,3
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00291,4
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00298,2
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00324,1
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00329,2
2025-08-04 15:45:51.978899,ST003,Bangalore Forum,SKU00321,2
2025-08-04 15:45:51.978899,ST004,Chennai Express,SKU00094,4
2025-08-04 15:45:51.978899,ST004,Chennai Express,SKU00196,3
2025-08-04 15:45:51.978899,ST004,Chennai Express,SKU00207,3
2025-08-04 15:45:51.978899,ST004,Chennai Express,SKU00204,3
2025-08-04 15:45:51.978899,ST004,Chennai Express,SKU00268,3
2025-08-04 15:45:51.978899,ST004,Chennai Express,SKU00286,5
2025-08-04 15:45:51.978899,ST004,Chennai Express,SKU00299,1
2025-08-04 15:45:51.978899,ST004,Chennai Express,SKU00308,4
2025-08-04 15:45:51.978899,ST004,Chennai Express,SKU00296,3
2025-08-04 15:45:51.978899,ST004,Chennai Express,SKU00338,2
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00018,3
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00046,7
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00048,6
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00072,1
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00053,4
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00062,5
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00074,3
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00095,2
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00108,2
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00223,2
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00220,1
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00265,3
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00266,3
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00275,8
2025-08-04 15:45:51.978899,ST005,Kolkata Mall,SKU00306,2
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00001,3
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00009,6
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00005,4
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00053,1
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00091,3
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00098,7
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00101,5
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00123,8
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00136,4
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00135,6
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00194,3
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00216,2
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00214,2
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00253,3
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00254,1
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00267,6
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00275,3
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00308,5
2025-08-04 15:45:51.978899,ST006,Pune City,SKU00309,5
2025-08-04 15:45:51.978899,ST007,Hyderabad Hub,SKU00020,8
2025-08-04 15:45:51.978899,ST007,Hyderabad Hub,SKU00014,7
